Product_ID,Product_Name,Category,Supplier_ID,Supplier_Name,Stock_Quantity,Reorder_Level,Reorder_Quantity,Unit_Price,Date_Received,Last_Order_Date,Expiration_Date,Warehouse_Location,Sales_Volume,Inventory_Turnover_Rate,Status,Expiry_Class,Days_Until_Expiry,Stock_Age,Stock_Value,Shelf_Life,Remaining_Shelf_Life_Ratio
68-436-1268,Egg (Duck),Dairy,10-694-6636,Aivee,70,92,74,1.0,2024-11-30,2024-08-17,2025-09-11,1 Mockingbird Parkway,95,26,Backordered,Near_Expiry,4,281,70.0,285,0.014035087719298246
41-735-9837,Robusta Coffee,Beverages,35-462-7569,Devpulse,14,77,78,10.0,2024-08-02,2024-08-28,2025-09-13,2374 Chive Court,32,24,Discontinued,Near_Expiry,6,401,140.0,407,0.014742014742014743
39-192-3521,Herbal Tea,Beverages,74-062-7176,Dynazzy,20,9,12,30.5,2024-06-26,2025-02-22,2025-09-19,428 Oriole Avenue,46,32,Discontinued,Near_Expiry,12,438,610.0,450,0.02666666666666667
45-317-9731,Palm Oil,Oils & Fats,05-779-0378,Wordware,44,83,78,1.8,2024-07-08,2025-01-07,2025-09-12,70156 7th Junction,46,4,Discontinued,Near_Expiry,5,426,79.2,431,0.01160092807424594
19-377-5021,Mackerel,Seafood,34-014-5873,Skynoodle,91,96,90,7.5,2025-02-14,2024-08-11,2025-09-09,884 Sloan Drive,90,75,Backordered,Near_Expiry,2,205,682.5,207,0.00966183574879227
40-793-7235,Sour Cream,Dairy,89-048-3542,Chatterbridge,92,67,51,4.0,2024-04-05,2024-12-09,2025-09-17,68086 Crowley Circle,23,78,Discontinued,Near_Expiry,10,520,368.0,530,0.018867924528301886
45-050-4720,Black Rice,Grains & Pulses,98-791-5014,Voonder,18,78,43,6.0,2025-01-04,2024-07-05,2025-09-08,7 Ridge Oak Pass,85,97,Active,Near_Expiry,1,246,108.0,247,0.004048582995951417
16-354-8122,Digestive Biscuit,Bakery,61-604-8116,BlogXS,97,99,96,4.0,2024-04-25,2025-01-22,2025-09-09,66 Raven Pass,57,42,Backordered,Near_Expiry,2,500,388.0,502,0.00398406374501992
60-327-4114,Egg (Turkey),Dairy,59-968-8346,Katz,63,7,23,2.35,2024-09-07,2024-11-22,2025-09-16,3 Bellgrove Way,78,100,Active,Near_Expiry,9,365,148.05,374,0.02406417112299465
25-911-7736,Orange,Fruits & Vegetables,40-180-0752,Oba,75,48,25,3.0,2024-12-11,2024-08-17,2025-09-15,72090 Northfield Place,96,65,Backordered,Near_Expiry,8,270,225.0,278,0.02877697841726619
87-675-1506,Strawberries,Fruits & Vegetables,21-697-8128,Skalith,31,89,7,5.9,2024-08-26,2024-12-07,2025-09-20,60241 Portage Point,46,54,Discontinued,Near_Expiry,13,377,182.9,390,0.03333333333333333
75-080-4909,Corn Oil,Oils & Fats,34-726-5887,Tagopia,20,55,15,2.5,2024-12-09,2024-04-12,2025-09-14,7 Gateway Center,86,61,Backordered,Near_Expiry,7,272,50.0,279,0.025089605734767026
73-561-2867,Sourdough Bread,Bakery,60-386-5077,Eayo,12,86,98,4.0,2024-10-10,2024-06-29,2025-09-08,7444 Saint Paul Circle,75,86,Discontinued,Near_Expiry,1,332,48.0,333,0.003003003003003003
01-903-5373,Strawberries,Fruits & Vegetables,37-902-0286,Lazz,94,77,89,6.0,2024-09-30,2024-06-20,2025-09-20,32525 Marquette Park,40,84,Discontinued,Near_Expiry,13,342,564.0,355,0.036619718309859155
45-992-5653,Whole Wheat Flour,Grains & Pulses,22-050-5775,Jaxworks,82,67,67,2.75,2024-03-25,2024-07-07,2025-09-14,5 Fisk Point,26,1,Backordered,Near_Expiry,7,531,225.5,538,0.013011152416356878
22-329-7791,Watermelon,Fruits & Vegetables,72-013-2438,Eidel,53,41,30,3.0,2024-03-16,2025-01-13,2025-09-09,50687 Porter Park,24,77,Discontinued,Near_Expiry,2,540,159.0,542,0.0036900369003690036
65-145-9672,Long Grain Rice,Grains & Pulses,65-068-1200,Gigashots,71,10,49,1.5,2024-08-11,2024-03-16,2025-09-17,8 Dovetail Junction,66,43,Active,Near_Expiry,10,392,106.5,402,0.024875621890547265
41-526-4036,Whipped Cream,Dairy,45-923-7206,Flashset,55,25,87,4.0,2024-05-13,2024-03-02,2025-09-09,38726 Gina Pass,69,48,Backordered,Near_Expiry,2,482,220.0,484,0.004132231404958678
17-002-4721,Green Beans,Fruits & Vegetables,38-310-4533,Omba,31,55,5,2.0,2024-09-10,2025-02-18,2025-09-17,379 Duke Court,71,46,Active,Near_Expiry,10,362,62.0,372,0.026881720430107527
28-956-1320,Greek Yogurt,Dairy,01-445-8931,Thoughtblab,62,2,98,3.0,2024-05-23,2024-10-18,2025-09-11,95 Onsgard Way,50,11,Discontinued,Near_Expiry,4,472,186.0,476,0.008403361344537815
21-650-9319,White Bread,Bakery,73-445-3017,Jazzy,42,88,95,2.5,2024-03-28,2025-01-28,2025-09-10,4 Hagan Court,67,94,Backordered,Near_Expiry,3,528,105.0,531,0.005649717514124294
93-342-8794,Bread Flour,Grains & Pulses,93-688-1260,Realblab,84,91,86,1.5,2025-01-08,2024-12-07,2025-09-14,39102 Division Trail,83,95,Backordered,Near_Expiry,7,242,126.0,249,0.028112449799196786
17-395-1121,Plum,Fruits & Vegetables,67-252-3923,Lajo,85,16,74,3.85,2024-11-18,2024-10-08,2025-09-11,8 Oriole Terrace,58,36,Backordered,Near_Expiry,4,293,327.25,297,0.013468013468013467
55-803-3964,Bread Flour,Grains & Pulses,75-906-1086,Demizz,25,60,36,1.5,2025-02-16,2024-08-26,2025-09-17,149 Valley Edge Point,31,41,Backordered,Near_Expiry,10,203,37.5,213,0.046948356807511735
29-205-1132,Sushi Rice,Grains & Pulses,38-037-1699,Jaxnation,22,72,70,4.5,2024-08-16,2024-06-29,2025-09-12,48 Del Sol Trail,32,19,Discontinued,Near_Expiry,5,387,99.0,392,0.012755102040816327
08-725-8156,Tilapia,Seafood,32-196-4714,Flipopia,59,59,10,7.0,2024-08-18,2024-11-10,2025-09-17,73397 Steensland Circle,57,50,Active,Near_Expiry,10,385,413.0,395,0.02531645569620253
83-556-0996,Powdered Sugar,Grains & Pulses,81-234-0741,Jabberstorm,88,34,94,2.4,2024-12-27,2025-02-20,2025-09-12,53 Forest Run Plaza,95,63,Active,Near_Expiry,5,254,211.2,259,0.019305019305019305
15-144-9413,Strawberries,Fruits & Vegetables,08-912-0895,Meevee,58,15,87,5.9,2024-07-10,2024-06-30,2025-09-09,3 Buhler Place,52,81,Backordered,Near_Expiry,2,424,342.20000000000005,426,0.004694835680751174
95-252-9619,Carrot,Fruits & Vegetables,38-819-2922,Skynoodle,92,39,50,1.6,2024-12-27,2024-12-07,2025-09-17,57453 Northwestern Alley,30,41,Backordered,Near_Expiry,10,254,147.20000000000002,264,0.03787878787878788
74-305-1263,Green Coffee,Beverages,83-076-5024,Photobean,29,91,48,12.0,2024-10-05,2024-07-10,2025-09-14,744 Lakewood Gardens Crossing,28,40,Active,Near_Expiry,7,337,348.0,344,0.020348837209302327
81-268-5905,Mackerel,Seafood,36-138-9045,Kazio,89,26,36,7.5,2024-10-24,2024-07-30,2025-09-14,85953 Clyde Gallagher Drive,48,94,Active,Near_Expiry,7,318,667.5,325,0.021538461538461538
02-895-7781,Coconut Sugar,Grains & Pulses,23-109-2205,Tagchat,51,55,76,5.0,2025-02-19,2024-09-26,2025-09-11,2582 Autumn Leaf Park,21,13,Discontinued,Near_Expiry,4,200,255.0,204,0.0196078431372549
87-097-5691,Robusta Coffee,Beverages,26-213-7885,Photofeed,62,78,97,10.0,2024-04-08,2024-08-29,2025-09-09,236 Gateway Lane,62,97,Discontinued,Near_Expiry,2,517,620.0,519,0.0038535645472061657
70-149-6756,Heavy Cream,Dairy,97-150-9199,Skynoodle,14,99,97,4.2,2024-04-21,2025-01-06,2025-09-10,6 Messerschmidt Place,28,45,Discontinued,Near_Expiry,3,504,58.800000000000004,507,0.005917159763313609
47-581-0363,Parmesan Cheese,Dairy,08-359-2568,Tagpad,99,10,88,12.0,2024-07-14,2024-12-05,2025-09-09,8 Dawn Court,69,98,Active,Near_Expiry,2,420,1188.0,422,0.004739336492890996
99-420-3592,Butter Biscuit,Bakery,88-647-5082,Quatz,22,24,94,6.0,2024-07-19,2024-07-21,2025-09-18,206 Pine View Junction,47,71,Active,Near_Expiry,11,415,132.0,426,0.025821596244131457
93-815-0565,Sesame Oil,Oils & Fats,56-422-1480,Jaxworks,50,36,96,6.5,2024-12-12,2024-08-12,2025-09-12,8868 Armistice Place,53,73,Backordered,Near_Expiry,5,269,325.0,274,0.01824817518248175
89-543-3456,Blueberries,Fruits & Vegetables,23-178-8962,Jaloo,66,40,96,10.0,2024-02-28,2024-06-22,2025-09-11,22782 Oriole Way,24,61,Active,Near_Expiry,4,557,660.0,561,0.0071301247771836
28-197-9246,Powdered Sugar,Grains & Pulses,31-281-2352,Riffwire,47,30,16,2.5,2024-03-10,2024-07-11,2025-09-08,8499 Hanover Terrace,22,81,Active,Near_Expiry,1,546,117.5,547,0.0018281535648994515
83-704-6367,Arabica Coffee,Beverages,41-628-8713,Feedmix,21,87,12,21.0,2024-11-17,2024-09-02,2025-09-14,298 Corry Plaza,20,38,Discontinued,Near_Expiry,7,294,441.0,301,0.023255813953488372
37-709-3532,Mushrooms,Fruits & Vegetables,08-439-3820,Demivee,79,45,39,6.0,2024-10-29,2024-11-07,2025-09-15,524 Saint Paul Park,55,20,Backordered,Near_Expiry,8,313,474.0,321,0.024922118380062305
16-187-5729,Black Tea,Beverages,79-366-7207,Zoombeat,45,58,84,5.0,2025-01-06,2024-03-21,2025-09-16,22555 Macpherson Plaza,90,67,Active,Near_Expiry,9,244,225.0,253,0.03557312252964427
81-844-2979,Broccoli,Fruits & Vegetables,02-575-7332,Realblab,73,87,46,4.0,2024-09-24,2025-01-15,2025-09-08,16 Elgar Point,47,67,Discontinued,Near_Expiry,1,348,292.0,349,0.0028653295128939827
07-074-1196,Plum,Fruits & Vegetables,69-112-6969,Skajo,11,56,62,3.9,2024-04-14,2025-01-10,2025-09-14,27 New Castle Avenue,40,5,Backordered,Near_Expiry,7,511,42.9,518,0.013513513513513514
57-613-5779,Gouda Cheese,Dairy,29-009-9132,Thoughtblab,100,21,64,7.0,2024-06-19,2024-03-11,2025-09-14,6 John Wall Plaza,20,13,Backordered,Near_Expiry,7,445,700.0,452,0.015486725663716814
27-389-3529,Haddock,Seafood,73-201-2803,Feedfish,84,8,54,9.0,2025-01-14,2024-04-23,2025-09-16,234 Eagle Crest Avenue,60,38,Active,Near_Expiry,9,236,756.0,245,0.036734693877551024
21-633-8696,Coconut Sugar,Grains & Pulses,89-468-2696,Topiclounge,49,59,73,5.0,2024-04-18,2024-04-06,2025-09-08,08492 Gateway Terrace,93,45,Discontinued,Near_Expiry,1,507,245.0,508,0.001968503937007874
37-246-0018,Broccoli,Fruits & Vegetables,61-907-0994,Skilith,30,59,76,4.0,2024-03-20,2025-01-14,2025-09-08,52 Alpine Crossing,61,3,Discontinued,Near_Expiry,1,536,120.0,537,0.00186219739292365
43-703-9939,Pineapple,Fruits & Vegetables,69-928-4929,Bubblemix,55,91,35,3.5,2024-05-08,2024-05-22,2025-09-08,4 Sundown Place,81,19,Active,Near_Expiry,1,487,192.5,488,0.0020491803278688526
38-924-3007,Peas,Fruits & Vegetables,83-936-5065,Photolist,12,28,11,3.0,2024-05-18,2025-01-05,2025-09-09,6 Anthes Court,46,88,Backordered,Near_Expiry,2,477,36.0,479,0.0041753653444676405
80-375-9075,Swiss Cheese,Dairy,86-487-3354,Centidel,96,34,57,8.0,2024-11-23,2024-10-20,2025-09-10,3831 Goodland Road,71,17,Discontinued,Near_Expiry,3,288,768.0,291,0.010309278350515464
14-521-4167,Buttermilk,Dairy,68-609-1972,Vinder,47,2,76,2.5,2024-05-13,2024-06-29,2025-09-17,00847 Reindahl Place,48,36,Discontinued,Near_Expiry,10,482,117.5,492,0.02032520325203252
60-343-3288,Tilapia,Seafood,22-940-6543,Vipe,85,92,66,6.7,2024-03-28,2025-01-01,2025-09-19,6 Hanover Terrace,54,85,Backordered,Near_Expiry,12,528,569.5,540,0.022222222222222223
53-446-8243,Orange,Fruits & Vegetables,51-666-7174,Skipfire,41,94,4,3.0,2025-02-04,2024-07-26,2025-09-14,757 Grasskamp Drive,88,92,Discontinued,Near_Expiry,7,215,123.0,222,0.03153153153153153
31-211-5803,Oatmeal Biscuit,Bakery,75-503-9347,Gigazoom,16,9,32,5.0,2024-07-16,2024-08-21,2025-09-13,492 Shoshone Road,50,98,Backordered,Near_Expiry,6,418,80.0,424,0.014150943396226415
76-476-9996,Chocolate Biscuit,Bakery,88-428-6227,Photobean,37,96,82,5.0,2024-10-06,2025-01-14,2025-09-18,0 Larry Terrace,35,23,Backordered,Near_Expiry,11,336,185.0,347,0.03170028818443804
20-054-3716,Chocolate Biscuit,Bakery,49-591-1019,JumpXS,11,6,100,5.0,2024-03-05,2024-09-16,2025-09-12,39 Lakewood Gardens Center,88,24,Discontinued,Near_Expiry,5,551,55.0,556,0.008992805755395683
04-758-0410,Wild Rice,Grains & Pulses,56-231-2524,Wordpedia,26,21,47,10.0,2024-08-03,2024-08-16,2025-09-17,5 Toban Circle,40,59,Discontinued,Near_Expiry,10,400,260.0,410,0.024390243902439025
00-534-9775,Black Coffee,Beverages,79-955-6260,Tagpad,87,91,23,14.9,2024-12-29,2024-05-23,2025-09-08,68 Dakota Center,90,75,Backordered,Near_Expiry,1,252,1296.3,253,0.003952569169960474
10-002-6494,Mango,Fruits & Vegetables,47-509-7282,Meevee,89,92,62,4.8,2024-03-02,2024-07-08,2025-09-18,48 Vahlen Place,46,11,Backordered,Near_Expiry,11,554,427.2,565,0.019469026548672566
06-858-5680,Sesame Oil,Oils & Fats,63-231-2829,Miboo,15,34,57,6.5,2024-08-22,2025-01-12,2025-09-13,49476 Tony Hill,49,96,Discontinued,Near_Expiry,6,381,97.5,387,0.015503875968992248
02-655-3240,Rice Flour,Grains & Pulses,95-200-1972,Jabberstorm,99,44,52,2.0,2024-10-25,2024-05-21,2025-09-08,6738 Tennyson Road,36,2,Discontinued,Near_Expiry,1,317,198.0,318,0.0031446540880503146
34-075-0371,Watermelon,Fruits & Vegetables,32-771-2617,Latz,75,10,68,3.0,2024-09-11,2025-01-10,2025-09-10,0039 Shelley Place,90,42,Active,Near_Expiry,3,361,225.0,364,0.008241758241758242
71-516-1996,Corn Oil,Oils & Fats,04-391-7610,Tagfeed,96,52,16,2.5,2024-03-18,2024-05-07,2025-09-16,12 Truax Court,67,13,Active,Near_Expiry,9,538,240.0,547,0.016453382084095063
51-000-8113,Green Tea,Beverages,56-825-0880,Vidoo,24,27,35,8.0,2024-10-14,2025-01-31,2025-09-17,51369 Dawn Hill,49,58,Active,Near_Expiry,10,328,192.0,338,0.029585798816568046
41-237-5498,Cheese,Dairy,38-643-1626,Omba,88,53,44,9.0,2025-01-04,2024-12-24,2025-09-18,29817 Coleman Drive,56,14,Discontinued,Near_Expiry,11,246,792.0,257,0.042801556420233464
07-970-9352,Bell Pepper,Fruits & Vegetables,14-724-4622,Tagtune,96,33,72,4.45,2024-03-10,2024-05-16,2025-09-12,459 Gateway Pass,74,100,Active,Near_Expiry,5,546,427.20000000000005,551,0.009074410163339383
27-474-0056,Spinach,Fruits & Vegetables,56-969-3705,Feedfish,23,6,40,2.5,2024-03-20,2024-12-19,2025-09-18,538 Bayside Parkway,95,24,Backordered,Near_Expiry,11,536,57.5,547,0.02010968921389397
98-546-7398,Yogurt,Dairy,37-921-2953,Thoughtworks,80,69,71,1.75,2024-08-27,2024-05-03,2025-09-19,15658 Talisman Lane,41,43,Backordered,Near_Expiry,12,376,140.0,388,0.030927835051546393
85-440-3667,Gouda Cheese,Dairy,00-680-5333,Kamba,68,29,31,7.0,2024-08-06,2024-06-03,2025-09-09,6151 Forster Drive,53,20,Backordered,Near_Expiry,2,397,476.0,399,0.005012531328320802
88-069-5486,Cod,Seafood,95-878-1614,Buzzshare,31,87,19,8.0,2024-05-23,2024-07-13,2025-09-08,01330 Sheridan Way,41,10,Active,Near_Expiry,1,472,248.0,473,0.0021141649048625794
94-092-3355,Cauliflower,Fruits & Vegetables,76-641-2070,Flashspan,57,43,46,2.5,2024-06-13,2024-12-01,2025-09-18,929 Thierer Lane,87,88,Discontinued,Near_Expiry,11,451,142.5,462,0.023809523809523808
99-137-1730,Bread Flour,Grains & Pulses,65-797-3468,Skyndu,62,79,23,1.5,2024-07-22,2024-02-28,2025-09-11,4105 Fair Oaks Parkway,32,80,Active,Near_Expiry,4,412,93.0,416,0.009615384615384616
01-173-0029,Blueberries,Fruits & Vegetables,18-880-7910,DabZ,42,4,53,10.0,2025-01-10,2024-07-05,2025-09-09,8 Dakota Avenue,37,53,Active,Near_Expiry,2,240,420.0,242,0.008264462809917356
21-693-8216,Corn Oil,Oils & Fats,62-599-8388,Twinte,70,96,85,2.5,2024-02-26,2024-09-03,2025-09-15,32468 Utah Pass,34,3,Active,Near_Expiry,8,559,175.0,567,0.014109347442680775
93-015-0811,Pineapple,Fruits & Vegetables,07-055-5188,Gigashots,18,7,58,3.5,2024-11-26,2024-08-05,2025-09-14,1 Pleasure Hill,88,96,Discontinued,Near_Expiry,7,285,63.0,292,0.023972602739726026
90-737-0044,Black Rice,Grains & Pulses,39-339-3869,Bubblemix,79,98,97,6.0,2024-12-10,2025-01-17,2025-09-12,92321 Nelson Trail,26,21,Backordered,Near_Expiry,5,271,474.0,276,0.018115942028985508
53-008-2419,Jasmine Rice,Grains & Pulses,86-841-6074,Skyba,62,36,96,4.75,2024-04-03,2024-04-10,2025-09-13,63 Debra Park,31,25,Discontinued,Near_Expiry,6,522,294.5,528,0.011363636363636364
45-172-7012,Papaya,Fruits & Vegetables,95-721-9228,Brightbean,20,91,12,4.5,2024-11-26,2024-12-13,2025-09-15,11 Kedzie Avenue,35,50,Active,Near_Expiry,8,285,90.0,293,0.027303754266211604
10-255-8579,Basmati Rice,Grains & Pulses,29-112-1577,Trilia,56,53,77,4.5,2024-07-12,2024-07-24,2025-09-09,1959 Marcy Center,69,69,Active,Near_Expiry,2,422,252.0,424,0.0047169811320754715
34-086-3222,Lemon,Fruits & Vegetables,34-017-9457,Layo,12,7,48,2.3,2024-06-24,2024-12-25,2025-09-10,867 Merrick Place,66,4,Discontinued,Near_Expiry,3,440,27.599999999999998,443,0.006772009029345372
11-053-0107,Cherry,Fruits & Vegetables,07-410-2867,Rooxo,30,25,11,8.0,2024-12-25,2024-07-12,2025-09-19,734 Thackeray Avenue,42,76,Active,Near_Expiry,12,256,240.0,268,0.04477611940298507
67-546-1568,Peanut Oil,Oils & Fats,10-038-3988,Edgeify,57,36,53,4.0,2024-06-04,2024-06-16,2025-09-20,203 Mariners Cove Junction,56,32,Backordered,Near_Expiry,13,460,228.0,473,0.02748414376321353
80-658-6456,Mango,Fruits & Vegetables,42-080-6579,Wordtune,84,9,46,5.0,2024-06-08,2024-05-19,2025-09-18,44051 Old Shore Junction,30,68,Backordered,Near_Expiry,11,456,420.0,467,0.023554603854389723
69-468-5468,Sourdough Bread,Bakery,37-099-6976,Vinte,59,78,6,4.5,2024-11-03,2024-06-10,2025-09-09,72083 Acker Crossing,32,3,Active,Near_Expiry,2,308,265.5,310,0.0064516129032258064
11-155-7826,Arabica Coffee,Beverages,91-788-3177,Feedfire,98,83,5,20.0,2024-07-06,2025-01-31,2025-09-17,321 Barby Parkway,39,79,Active,Near_Expiry,10,428,1960.0,438,0.0228310502283105
11-815-7923,Parmesan Cheese,Dairy,98-304-8407,Rhyloo,96,9,57,11.8,2025-01-26,2024-06-16,2025-09-11,89 Springs Alley,78,67,Active,Near_Expiry,4,224,1132.8000000000002,228,0.017543859649122806
43-469-7551,Arabica Coffee,Beverages,64-361-4238,Rhycero,45,36,97,20.0,2024-12-27,2024-05-26,2025-09-10,760 Butternut Plaza,36,6,Active,Near_Expiry,3,254,900.0,257,0.011673151750972763
83-568-3475,Halibut,Seafood,10-950-0546,Camimbo,35,72,70,20.0,2024-04-17,2024-04-04,2025-09-13,29150 Farmco Crossing,74,15,Backordered,Near_Expiry,6,508,700.0,514,0.011673151750972763
68-418-6724,Parmesan Cheese,Dairy,75-465-6257,Feedspan,63,4,85,12.0,2024-12-21,2025-01-13,2025-09-08,49869 Bunker Hill Terrace,59,71,Active,Near_Expiry,1,260,756.0,261,0.0038314176245210726
77-777-4536,Basmati Rice,Grains & Pulses,64-396-5538,Skidoo,26,67,46,4.4,2024-12-08,2024-09-12,2025-09-15,4784 Farmco Alley,54,46,Backordered,Near_Expiry,8,273,114.4,281,0.028469750889679714
94-528-8088,Haddock,Seafood,68-885-5553,Zoovu,43,7,63,9.0,2024-09-26,2024-07-24,2025-09-08,21379 Stoughton Junction,66,71,Active,Near_Expiry,1,346,387.0,347,0.002881844380403458
87-013-6488,Sushi Rice,Grains & Pulses,77-471-0792,Tekfly,22,10,53,4.25,2024-08-08,2024-10-26,2025-09-10,07855 Goodland Lane,64,7,Active,Near_Expiry,3,395,93.5,398,0.007537688442211055
28-003-8065,Almond Flour,Grains & Pulses,42-579-7177,Voonte,79,47,51,9.5,2024-07-19,2025-02-16,2025-09-08,65 Merry Circle,83,69,Discontinued,Near_Expiry,1,415,750.5,416,0.002403846153846154
54-281-3746,Green Beans,Fruits & Vegetables,08-824-4585,Viva,26,70,52,2.0,2024-09-07,2024-03-10,2025-09-18,00 Ridgeway Plaza,36,10,Discontinued,Near_Expiry,11,365,52.0,376,0.02925531914893617
29-823-6004,Zucchini,Fruits & Vegetables,10-295-7996,Trudeo,52,79,87,2.5,2024-06-11,2024-04-04,2025-09-11,3 Lawn Park,36,100,Discontinued,Near_Expiry,4,453,130.0,457,0.0087527352297593
91-105-7317,Orange,Fruits & Vegetables,84-047-0017,Devshare,85,45,71,3.0,2024-03-20,2024-12-28,2025-09-13,44022 Barnett Way,95,72,Discontinued,Near_Expiry,6,536,255.0,542,0.01107011070110701
56-894-3733,Yogurt,Dairy,57-133-8386,Skinte,85,83,13,1.75,2024-04-05,2024-03-17,2025-09-10,897 Independence Circle,49,75,Backordered,Near_Expiry,3,520,148.75,523,0.0057361376673040155
30-964-2694,Peas,Fruits & Vegetables,42-976-2737,Edgeclub,48,72,55,3.0,2024-09-18,2024-05-12,2025-09-19,39 Dovetail Terrace,51,41,Active,Near_Expiry,12,354,144.0,366,0.03278688524590164
09-335-7793,Powdered Sugar,Grains & Pulses,96-918-7047,Topicshots,66,19,20,2.4,2024-09-18,2024-09-07,2025-09-17,5649 Vidon Plaza,30,49,Active,Near_Expiry,10,354,158.4,364,0.027472527472527472
01-820-5784,Egg (Duck),Dairy,80-567-5598,Skipfire,63,38,77,1.0,2024-12-23,2025-02-12,2025-09-13,6982 Crownhardt Circle,23,18,Active,Near_Expiry,6,258,63.0,264,0.022727272727272728
94-190-5193,Carrot,Fruits & Vegetables,95-778-2888,Quinu,67,68,50,1.5,2024-09-23,2024-11-21,2025-09-08,24385 Prentice Plaza,67,82,Discontinued,Near_Expiry,1,349,100.5,350,0.002857142857142857
36-127-4273,Ricotta Cheese,Dairy,05-719-6858,Skimia,50,46,38,6.2,2024-10-01,2024-07-03,2025-09-15,10342 Division Place,88,70,Active,Near_Expiry,8,341,310.0,349,0.022922636103151862
92-837-8839,Vegetable Oil,Oils & Fats,95-484-3134,Yoveo,23,71,32,2.0,2024-04-14,2025-01-16,2025-09-17,95 Lerdahl Park,63,23,Discontinued,Near_Expiry,10,511,46.0,521,0.019193857965451054
89-922-4773,Whole Wheat Flour,Grains & Pulses,99-455-0707,Mudo,39,53,64,2.75,2024-06-22,2024-07-02,2025-09-12,11 Thackeray Hill,92,8,Active,Near_Expiry,5,442,107.25,447,0.011185682326621925
42-674-3917,Whole Wheat Flour,Grains & Pulses,26-080-4944,Pixonyx,41,76,47,2.65,2024-09-15,2024-04-20,2025-09-11,78 Forest Dale Road,50,50,Backordered,Near_Expiry,4,357,108.64999999999999,361,0.0110803324099723
10-854-5467,Canola Oil,Oils & Fats,40-443-3362,Realcube,96,51,40,2.3,2024-03-16,2024-05-04,2025-09-18,3 Oakridge Parkway,61,4,Discontinued,Near_Expiry,11,540,220.79999999999998,551,0.019963702359346643
86-692-2312,Avocado Oil,Oils & Fats,77-783-4107,Dazzlesphere,30,48,52,10.0,2024-06-11,2024-12-07,2025-09-10,00616 Manitowish Parkway,22,78,Active,Near_Expiry,3,453,300.0,456,0.006578947368421052
48-414-6162,Arabica Coffee,Beverages,10-060-8515,Skivee,55,93,84,20.0,2024-05-29,2024-11-08,2025-09-13,17780 Lindbergh Junction,46,84,Active,Near_Expiry,6,466,1100.0,472,0.012711864406779662
64-109-7362,Anchovies,Seafood,38-603-6412,Voolia,86,55,96,10.0,2024-12-19,2024-07-09,2025-09-14,7 Harper Drive,37,53,Backordered,Near_Expiry,7,262,860.0,269,0.026022304832713755
65-780-5622,Butter Biscuit,Bakery,69-460-9770,InnoZ,74,81,41,6.0,2025-02-05,2024-05-02,2025-09-16,65 Forster Way,51,67,Active,Near_Expiry,9,214,444.0,223,0.04035874439461883
17-504-3699,Sweet Potato,Fruits & Vegetables,81-276-8218,Jaxworks,80,60,71,2.0,2024-10-08,2024-06-15,2025-09-08,18 Daystar Parkway,98,13,Active,Near_Expiry,1,334,160.0,335,0.0029850746268656717
61-293-6327,Salmon,Seafood,00-023-7719,Kamba,98,67,49,15.0,2024-08-09,2024-12-29,2025-09-09,4353 Dixon Circle,21,61,Active,Near_Expiry,2,394,1470.0,396,0.005050505050505051
02-275-6061,Potato,Fruits & Vegetables,21-829-0398,Edgewire,26,16,69,1.2,2024-06-30,2024-03-26,2025-09-12,6891 Mandrake Park,64,79,Discontinued,Near_Expiry,5,434,31.2,439,0.011389521640091117
77-312-6317,Spinach,Fruits & Vegetables,12-950-4397,Abatz,41,29,76,2.4,2024-02-26,2024-09-13,2025-09-12,3616 Carey Pass,59,4,Discontinued,Near_Expiry,5,559,98.39999999999999,564,0.008865248226950355
78-237-0277,Black Tea,Beverages,50-314-5433,Brainbox,46,27,76,5.0,2024-09-15,2024-09-23,2025-09-20,79 Cardinal Court,64,96,Active,Near_Expiry,13,357,230.0,370,0.03513513513513514
88-951-9038,Black Coffee,Beverages,14-713-5795,Youfeed,11,72,5,15.0,2024-07-08,2024-10-11,2025-09-10,5 Anderson Trail,89,4,Active,Near_Expiry,3,426,165.0,429,0.006993006993006993
30-591-7275,Brown Rice,Grains & Pulses,12-431-9207,Oyondu,17,88,41,2.5,2024-10-21,2025-02-19,2025-09-16,7020 Porter Trail,45,29,Backordered,Near_Expiry,9,321,42.5,330,0.02727272727272727
59-857-6577,Evaporated Milk,Dairy,57-569-7172,Blognation,23,100,77,2.0,2024-05-10,2024-08-10,2025-09-11,230 Tony Court,63,26,Discontinued,Near_Expiry,4,485,46.0,489,0.0081799591002045
12-798-9401,Cream,Dairy,96-609-6152,Thoughtblab,18,14,77,2.5,2025-01-05,2024-05-12,2025-09-12,5 Forster Point,78,4,Backordered,Near_Expiry,5,245,45.0,250,0.02
82-342-7339,Vanilla Biscuit,Bakery,14-325-9173,Yozio,80,61,23,5.5,2024-07-27,2024-07-31,2025-09-13,317 Anniversary Pass,63,75,Backordered,Near_Expiry,6,407,440.0,413,0.014527845036319613
08-961-3009,Cheese,Dairy,41-825-5869,Eimbee,50,14,6,9.2,2024-06-02,2024-12-19,2025-09-10,01 Gateway Plaza,60,72,Backordered,Near_Expiry,3,462,459.99999999999994,465,0.0064516129032258064
